@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute inputs-16 numeric
@attribute inputs-17 numeric
@attribute inputs-18 numeric
@attribute inputs-19 numeric
@attribute outputs-1 {0,1,2,3,4,5,6,7,8}
@attribute outputs-2 {0,1,2,3,4,5,6,7,8}
@attribute outputs-3 {0,1,2,3,4,5,6,7,8}

@data
109,'2020/12/18 11:46:21:639',3,-1.890876,6.507215,7.088796,8,0,3.566463,315.99939,363.668091,0.16266,0.061594,0.129977,12.927843,0.73932,2.770679,2.878261,4.478559,4.654369,23.712969,6.814541,2,?,?
110,'2020/12/18 11:46:21:697',3,-1.940457,6.507215,7.088796,8,0,3.566463,315.99939,363.668091,0.16266,0.061594,0.129977,12.927843,0.73932,2.770679,2.878261,4.478559,4.654369,23.712969,6.814541,2,?,?
111,'2020/12/18 11:46:21:783',3,-1.940457,6.492603,7.088794,8,0,3.566463,315.99939,363.668091,0.16266,0.061594,0.129977,12.927843,0.73932,2.770679,2.878261,4.478559,4.654369,23.712969,6.814541,2,?,?
112,'2020/12/18 11:46:21:856',3,-1.940457,6.492603,7.088794,8,0,3.566463,315.99939,363.668091,0.16266,0.061594,0.129977,12.927843,0.73932,2.770679,2.878261,4.478559,4.654369,23.712969,6.814541,2,?,?
113,'2020/12/18 11:46:21:930',3,-1.926952,6.526816,7.061005,8,0,3.566463,315.99939,363.668091,0.16266,0.061594,0.129977,12.927843,0.73932,2.770679,2.878261,4.478559,4.654369,23.712969,6.814541,2,?,?
114,'2020/12/18 11:46:22:010',3,-1.926952,6.526816,7.061005,8,0,3.566463,315.99939,363.668091,0.16266,0.061594,0.129977,12.927843,0.73932,2.770679,2.878261,4.478559,4.654369,23.712969,6.814541,2,?,?
115,'2020/12/18 11:46:22:061',3,-1.926952,6.526816,7.061005,8,0,3.566463,315.99939,363.668091,0.16266,0.061594,0.129977,12.927843,0.73932,2.770679,2.878261,4.478559,4.654369,23.712969,6.814541,2,?,?
116,'2020/12/18 11:46:22:127',3,-1.926952,6.526816,7.061005,8,0,3.566463,315.99939,363.668091,0.16266,0.061594,0.129977,12.927843,0.73932,2.770679,2.878261,4.478559,4.654369,23.712969,6.814541,2,?,?
117,'2020/12/18 11:46:22:202',3,-1.926952,6.526816,7.061005,8,0,3.566463,315.99939,363.668091,0.16266,0.061594,0.129977,12.927843,0.73932,2.770679,2.878261,4.478559,4.654369,23.712969,6.814541,2,?,?
118,'2020/12/18 11:46:22:256',3,-1.878486,6.577406,7.027039,8,0,3.566463,315.99939,363.668091,0.16266,0.061594,0.129977,12.927843,0.73932,2.770679,2.878261,4.478559,4.654369,23.712969,6.814541,2,?,?
119,'2020/12/18 11:46:22:329',3,-1.878486,6.577406,7.027039,8,0,3.566463,315.99939,363.668091,0.16266,0.061594,0.129977,12.927843,0.73932,2.770679,2.878261,4.478559,4.654369,23.712969,6.814541,2,?,?
120,'2020/12/18 11:46:22:405',3,-1.878486,6.577406,7.027039,8,0,3.566463,315.99939,363.668091,0.16266,0.061594,0.129977,12.927843,0.73932,2.770679,2.878261,4.478559,4.654369,23.712969,6.814541,2,?,?
121,'2020/12/18 11:46:22:479',3,-1.929815,6.560771,7.028684,8,0,3.566463,315.99939,363.668091,0.16266,0.061594,0.129977,12.927843,0.73932,2.770679,2.878261,4.478559,4.654369,23.712969,6.814541,2,?,?
122,'2020/12/18 11:46:22:528',3,-1.929815,6.560771,7.028684,8,0,3.566463,315.99939,363.668091,0.16266,0.061594,0.129977,12.927843,0.73932,2.770679,2.878261,4.478559,4.654369,23.712969,6.814541,2,?,?
123,'2020/12/18 11:46:22:595',3,-1.929815,6.560771,7.028684,8,0,3.566463,315.99939,363.668091,0.16266,0.061594,0.129977,12.927843,0.73932,2.770679,2.878261,4.478559,4.654369,23.712969,6.814541,2,?,?
124,'2020/12/18 11:46:22:681',3,-1.929815,6.560771,7.028684,8,0,3.566463,315.99939,363.668091,0.16266,0.061594,0.129977,12.927843,0.73932,2.770679,2.878261,4.478559,4.654369,23.712969,6.814541,2,?,?
125,'2020/12/18 11:46:22:746',3,-1.9065,6.574404,7.022303,8,0,3.566463,315.99939,363.668091,0.16266,0.061594,0.129977,12.927843,0.73932,2.770679,2.878261,4.478559,4.654369,23.712969,6.814541,2,?,?
126,'2020/12/18 11:46:22:820',3,-1.9065,6.574404,7.022303,8,0,3.566463,315.99939,363.668091,0.16266,0.061594,0.129977,12.927843,0.73932,2.770679,2.878261,4.478559,4.654369,23.712969,6.814541,2,?,?
127,'2020/12/18 11:46:22:884',3,-1.9065,6.574404,7.022303,8,0,3.566463,315.99939,363.668091,0.16266,0.061594,0.129977,12.927843,0.73932,2.770679,2.878261,4.478559,4.654369,23.712969,6.814541,2,?,?
128,'2020/12/18 11:46:22:947',3,-1.913031,6.571793,7.022972,8,0,3.566463,315.99939,363.668091,0.16266,0.061594,0.129977,12.927843,0.73932,2.770679,2.878261,4.478559,4.654369,23.712969,6.814541,2,?,?
129,'2020/12/18 11:46:23:016',3,-1.913031,6.571793,7.022972,8,0,3.566463,315.99939,363.668091,0.16266,0.061594,0.129977,12.927843,0.73932,2.770679,2.878261,4.478559,4.654369,23.712969,6.814541,2,?,?
130,'2020/12/18 11:46:23:060',3,-1.913031,6.571793,7.022972,8,0,3.566463,315.99939,363.668091,0.16266,0.061594,0.129977,12.927843,0.73932,2.770679,2.878261,4.478559,4.654369,23.712969,6.814541,2,?,?
131,'2020/12/18 11:46:23:118',3,-1.913031,6.571793,7.022972,8,0,3.566463,315.99939,363.668091,0.16266,0.061594,0.129977,12.927843,0.73932,2.770679,2.878261,4.478559,4.654369,23.712969,6.814541,2,?,?
132,'2020/12/18 11:46:23:192',3,-1.913031,6.571793,7.022972,8,0,3.566463,315.99939,363.668091,0.16266,0.061594,0.129977,12.927843,0.73932,2.770679,2.878261,4.478559,4.654369,23.712969,6.814541,2,?,?
133,'2020/12/18 11:46:23:242',3,-1.880914,6.594471,7.010379,8,0,3.566463,315.99939,363.668091,0.16266,0.061594,0.129977,12.927843,0.73932,2.770679,2.878261,4.478559,4.654369,23.712969,6.814541,2,?,?
134,'2020/12/18 11:46:23:300',3,-1.880914,6.594471,7.010379,8,0,3.566463,315.99939,363.668091,0.16266,0.061594,0.129977,12.927843,0.73932,2.770679,2.878261,4.478559,4.654369,23.712969,6.814541,2,?,?
135,'2020/12/18 11:46:23:355',3,-1.880914,6.594471,7.010379,8,0,3.566463,315.99939,363.668091,0.16266,0.061594,0.129977,12.927843,0.73932,2.770679,2.878261,4.478559,4.654369,23.712969,6.814541,2,?,?
136,'2020/12/18 11:46:23:417',3,-1.880914,6.594471,7.010379,8,0,3.566463,315.99939,363.668091,0.16266,0.061594,0.129977,12.927843,0.73932,2.770679,2.878261,4.478559,4.654369,23.712969,6.814541,2,?,?
137,'2020/12/18 11:46:23:486',3,-1.880914,6.594471,7.010379,8,0,3.566463,315.99939,363.668091,0.16266,0.061594,0.129977,12.927843,0.73932,2.770679,2.878261,4.478559,4.654369,23.712969,6.814541,2,?,?
138,'2020/12/18 11:46:23:544',3,-1.932236,6.578167,7.011738,8,0,3.566463,315.99939,363.668091,0.16266,0.061594,0.129977,12.927843,0.73932,2.770679,2.878261,4.478559,4.654369,23.712969,6.814541,2,?,?
139,'2020/12/18 11:46:23:613',3,-1.932236,6.578167,7.011738,8,0,3.566463,315.99939,363.668091,0.16266,0.061594,0.129977,12.927843,0.73932,2.770679,2.878261,4.478559,4.654369,23.712969,6.814541,2,?,?
140,'2020/12/18 11:46:23:685',3,-1.932236,6.578167,7.011738,8,0,3.566463,315.99939,363.668091,0.16266,0.061594,0.129977,12.927843,0.73932,2.770679,2.878261,4.478559,4.654369,23.712969,6.814541,2,?,?
141,'2020/12/18 11:46:23:758',3,-1.974801,6.614701,6.965356,8,0,3.566463,315.99939,363.668091,0.16266,0.061594,0.129977,12.927843,0.73932,2.770679,2.878261,4.478559,4.654369,23.712969,6.814541,2,?,?
142,'2020/12/18 11:46:23:808',3,-1.974801,6.614701,6.965356,8,0,3.566463,315.99939,363.668091,0.16266,0.061594,0.129977,12.927843,0.73932,2.770679,2.878261,4.478559,4.654369,23.712969,6.814541,2,?,?
143,'2020/12/18 11:46:23:873',3,-1.974801,6.614701,6.965356,8,0,3.566463,315.99939,363.668091,0.16266,0.061594,0.129977,12.927843,0.73932,2.770679,2.878261,4.478559,4.654369,23.712969,6.814541,2,?,?
144,'2020/12/18 11:46:23:928',3,-1.974801,6.614701,6.965356,8,0,3.566463,315.99939,363.668091,0.16266,0.061594,0.129977,12.927843,0.73932,2.770679,2.878261,4.478559,4.654369,23.712969,6.814541,2,?,?
145,'2020/12/18 11:46:23:993',3,-2.011903,6.604899,6.964041,8,0,3.566463,315.99939,363.668091,0.16266,0.061594,0.129977,12.927843,0.73932,2.770679,2.878261,4.478559,4.654369,23.712969,6.814541,2,?,?
146,'2020/12/18 11:46:24:051',3,-2.011903,6.604899,6.964041,8,0,3.566463,315.99939,363.668091,0.16266,0.061594,0.129977,12.927843,0.73932,2.770679,2.878261,4.478559,4.654369,23.712969,6.814541,2,?,?
147,'2020/12/18 11:46:24:105',3,-2.011903,6.604899,6.964041,8,0,3.566463,315.99939,363.668091,0.16266,0.061594,0.129977,12.927843,0.73932,2.770679,2.878261,4.478559,4.654369,23.712969,6.814541,2,?,?
148,'2020/12/18 11:46:24:160',3,-2.011903,6.604899,6.964041,8,0,3.566463,315.99939,363.668091,0.16266,0.061594,0.129977,12.927843,0.73932,2.770679,2.878261,4.478559,4.654369,23.712969,6.814541,2,?,?
149,'2020/12/18 11:46:24:215',3,-2.011903,6.604899,6.964041,8,0,3.566463,315.99939,363.668091,0.16266,0.061594,0.129977,12.927843,0.73932,2.770679,2.878261,4.478559,4.654369,23.712969,6.814541,2,?,?
150,'2020/12/18 11:46:24:282',3,-2.011903,6.604899,6.964041,8,0,3.566463,315.99939,363.668091,0.16266,0.061594,0.129977,12.927843,0.73932,2.770679,2.878261,4.478559,4.654369,23.712969,6.814541,2,?,?
151,'2020/12/18 11:46:24:340',3,-2.011903,6.604899,6.964041,8,0,3.566463,315.99939,363.668091,0.16266,0.061594,0.129977,12.927843,0.73932,2.770679,2.878261,4.478559,4.654369,23.712969,6.814541,2,?,?
152,'2020/12/18 11:46:24:393',3,-2.011098,6.607581,6.96173,8,0,3.566463,315.99939,363.668091,0.16266,0.061594,0.129977,12.927843,0.73932,2.770679,2.878261,4.478559,4.654369,23.712969,6.814541,2,?,?
153,'2020/12/18 11:46:24:449',3,-2.040019,6.599727,6.960764,8,0,3.566463,315.99939,363.668091,0.16266,0.061594,0.129977,12.927843,0.73932,2.770679,2.878261,4.478559,4.654369,23.712969,6.814541,2,?,?
154,'2020/12/18 11:46:24:495',3,-2.040019,6.599727,6.960764,8,0,3.566463,315.99939,363.668091,0.16266,0.061594,0.129977,12.927843,0.73932,2.770679,2.878261,4.478559,4.654369,23.712969,6.814541,2,?,?
155,'2020/12/18 11:46:24:558',3,-2.040019,6.599727,6.960764,8,0,3.566463,315.99939,363.668091,0.16266,0.061594,0.129977,12.927843,0.73932,2.770679,2.878261,4.478559,4.654369,23.712969,6.814541,2,?,?
156,'2020/12/18 11:46:24:623',3,-2.040019,6.599727,6.960764,8,0,3.566463,315.99939,363.668091,0.16266,0.061594,0.129977,12.927843,0.73932,2.770679,2.878261,4.478559,4.654369,23.712969,6.814541,2,?,?
157,'2020/12/18 11:46:24:691',3,-2.030069,6.607618,6.956183,8,0,3.566463,315.99939,363.668091,0.16266,0.061594,0.129977,12.927843,0.73932,2.770679,2.878261,4.478559,4.654369,23.712969,6.814541,2,?,?
158,'2020/12/18 11:46:24:734',3,-2.030069,6.607618,6.956183,8,0,3.566463,315.99939,363.668091,0.16266,0.061594,0.129977,12.927843,0.73932,2.770679,2.878261,4.478559,4.654369,23.712969,6.814541,2,?,?
159,'2020/12/18 11:46:24:807',3,-2.030069,6.607618,6.956183,8,0,3.566463,315.99939,363.668091,0.16266,0.061594,0.129977,12.927843,0.73932,2.770679,2.878261,4.478559,4.654369,23.712969,6.814541,2,?,?
160,'2020/12/18 11:46:24:856',3,-2.030069,6.607618,6.956183,8,0,3.566463,315.99939,363.668091,0.16266,0.061594,0.129977,12.927843,0.73932,2.770679,2.878261,4.478559,4.654369,23.712969,6.814541,2,?,?
161,'2020/12/18 11:46:24:909',3,-2.030069,6.607618,6.956183,8,0,3.566463,315.99939,363.668091,0.16266,0.061594,0.129977,12.927843,0.73932,2.770679,2.878261,4.478559,4.654369,23.712969,6.814541,2,?,?
162,'2020/12/18 11:46:24:974',3,-2.030069,6.607618,6.956183,8,0,3.566463,315.99939,363.668091,0.16266,0.061594,0.129977,12.927843,0.73932,2.770679,2.878261,4.478559,4.654369,23.712969,6.814541,2,?,?
163,'2020/12/18 11:46:25:045',3,-2.030069,6.607618,6.956183,8,0,3.566463,315.99939,363.668091,0.16266,0.061594,0.129977,12.927843,0.73932,2.770679,2.878261,4.478559,4.654369,23.712969,6.814541,2,?,?
164,'2020/12/18 11:46:25:137',3,-2.028047,6.629966,6.935477,8,0,3.566463,315.99939,363.668091,0.16266,0.061594,0.129977,12.927843,0.73932,2.770679,2.878261,4.478559,4.654369,23.712969,6.814541,2,?,?
165,'2020/12/18 11:46:25:179',3,-2.076574,6.634145,6.917099,8,0,3.566463,315.99939,363.668091,0.16266,0.061594,0.129977,12.927843,0.73932,2.770679,2.878261,4.478559,4.654369,23.712969,6.814541,2,?,?
166,'2020/12/18 11:46:25:244',3,-2.076574,6.634145,6.917099,8,0,3.566463,315.99939,363.668091,0.16266,0.061594,0.129977,12.927843,0.73932,2.770679,2.878261,4.478559,4.654369,23.712969,6.814541,2,?,?
167,'2020/12/18 11:46:25:290',3,-2.076574,6.634145,6.917099,8,0,3.566463,315.99939,363.668091,0.16266,0.061594,0.129977,12.927843,0.73932,2.770679,2.878261,4.478559,4.654369,23.712969,6.814541,2,?,?
168,'2020/12/18 11:46:25:335',3,-2.076574,6.634145,6.917099,8,1,3.455657,312.470703,358.263916,0.130535,0.040828,0.062387,13.930323,1.095009,2.661843,2.649156,4.36135,4.331361,24.505896,7.185063,2,?,?
169,'2020/12/18 11:46:25:376',3,-2.076574,6.634145,6.917099,8,1,3.478877,312.227112,360.43454,0.143809,0.043682,0.066788,13.791829,1.299052,2.517215,2.534206,4.39044,4.410466,24.374533,7.116358,2,?,?
170,'2020/12/18 11:46:25:411',3,-2.076574,6.634145,6.917099,8,1,3.49538,311.839203,361.793823,0.166982,0.041399,0.065336,13.648283,1.189507,2.489533,2.501784,4.490553,4.50691,24.271627,6.821575,2,?,?
171,'2020/12/18 11:46:25:491',3,-2.145993,6.633193,6.896794,8,1,3.493984,311.712463,362.388123,0.172867,0.038796,0.064459,13.647657,1.055768,2.527412,2.567496,4.508083,4.528229,24.166739,6.802093,2,?,?
172,'2020/12/18 11:46:25:536',3,-2.145993,6.633193,6.896794,8,1,3.501276,311.613251,362.643829,0.171093,0.04018,0.068183,13.468619,1.001348,2.606513,2.659418,4.476016,4.495844,24.117096,6.888126,2,?,?
173,'2020/12/18 11:46:25:591',3,-2.145993,6.633193,6.896794,8,1,3.508521,311.471039,362.866699,0.177815,0.041104,0.071977,13.646825,1.02953,2.531464,2.586817,4.461747,4.49387,24.059864,7.031753,2,?,?
174,'2020/12/18 11:46:25:623',3,-2.145993,6.633193,6.896794,8,1,3.514532,311.064331,362.767242,0.18253,0.044972,0.067055,13.744356,1.024338,2.481761,2.531208,4.464909,4.501044,24.12042,6.98996,2,?,?
175,'2020/12/18 11:46:25:691',3,-2.189216,6.603103,6.91207,8,1,3.531439,311.125336,362.605225,0.172997,0.043843,0.072044,13.626032,0.994811,2.488909,2.522321,4.423406,4.443804,24.020283,6.906127,2,?,?
176,'2020/12/18 11:46:25:740',3,-2.189216,6.603103,6.91207,8,1,3.546105,311.070068,362.248932,0.181146,0.045781,0.072573,13.509704,0.996044,2.655474,2.675983,4.34286,4.358537,23.887722,6.989892,2,?,?
177,'2020/12/18 11:46:25:809',3,-2.189216,6.603103,6.91207,8,1,3.576605,311.446594,361.802704,0.181984,0.042414,0.077666,13.230829,0.971444,2.801601,2.836144,4.280296,4.284967,23.78896,6.950309,2,?,?
178,'2020/12/18 11:46:25:902',3,-2.189216,6.603103,6.91207,8,0,3.576605,311.446594,361.802704,0.181984,0.042414,0.077666,13.230829,0.971444,2.801601,2.836144,4.280296,4.284967,23.78896,6.950309,2,?,?
179,'2020/12/18 11:46:25:968',3,-2.189216,6.603103,6.91207,8,0,3.576605,311.446594,361.802704,0.181984,0.042414,0.077666,13.230829,0.971444,2.801601,2.836144,4.280296,4.284967,23.78896,6.950309,2,?,?
180,'2020/12/18 11:46:26:054',3,-2.223765,6.608545,6.895817,8,0,3.576605,311.446594,361.802704,0.181984,0.042414,0.077666,13.230829,0.971444,2.801601,2.836144,4.280296,4.284967,23.78896,6.950309,2,?,?
181,'2020/12/18 11:46:26:112',3,-2.223765,6.608545,6.895817,8,0,3.576605,311.446594,361.802704,0.181984,0.042414,0.077666,13.230829,0.971444,2.801601,2.836144,4.280296,4.284967,23.78896,6.950309,2,?,?
182,'2020/12/18 11:46:26:161',3,-2.223765,6.608545,6.895817,8,0,3.576605,311.446594,361.802704,0.181984,0.042414,0.077666,13.230829,0.971444,2.801601,2.836144,4.280296,4.284967,23.78896,6.950309,2,?,?
183,'2020/12/18 11:46:26:226',3,-2.254458,6.591373,6.902281,8,0,3.576605,311.446594,361.802704,0.181984,0.042414,0.077666,13.230829,0.971444,2.801601,2.836144,4.280296,4.284967,23.78896,6.950309,2,?,?
184,'2020/12/18 11:46:26:269',3,-2.254458,6.591373,6.902281,8,0,3.576605,311.446594,361.802704,0.181984,0.042414,0.077666,13.230829,0.971444,2.801601,2.836144,4.280296,4.284967,23.78896,6.950309,2,?,?
185,'2020/12/18 11:46:26:319',3,-2.254458,6.591373,6.902281,8,0,3.576605,311.446594,361.802704,0.181984,0.042414,0.077666,13.230829,0.971444,2.801601,2.836144,4.280296,4.284967,23.78896,6.950309,2,?,?
186,'2020/12/18 11:46:26:392',3,-2.254458,6.591373,6.902281,8,0,3.576605,311.446594,361.802704,0.181984,0.042414,0.077666,13.230829,0.971444,2.801601,2.836144,4.280296,4.284967,23.78896,6.950309,2,?,?
187,'2020/12/18 11:46:26:450',3,-2.254458,6.591373,6.902281,8,0,3.576605,311.446594,361.802704,0.181984,0.042414,0.077666,13.230829,0.971444,2.801601,2.836144,4.280296,4.284967,23.78896,6.950309,2,?,?
188,'2020/12/18 11:46:26:494',3,-2.254458,6.591373,6.902281,8,0,3.576605,311.446594,361.802704,0.181984,0.042414,0.077666,13.230829,0.971444,2.801601,2.836144,4.280296,4.284967,23.78896,6.950309,2,?,?
189,'2020/12/18 11:46:26:558',3,-2.202065,6.582666,6.927458,8,0,3.576605,311.446594,361.802704,0.181984,0.042414,0.077666,13.230829,0.971444,2.801601,2.836144,4.280296,4.284967,23.78896,6.950309,2,?,?
190,'2020/12/18 11:46:26:620',3,-2.202065,6.582666,6.927458,8,0,3.576605,311.446594,361.802704,0.181984,0.042414,0.077666,13.230829,0.971444,2.801601,2.836144,4.280296,4.284967,23.78896,6.950309,2,?,?
191,'2020/12/18 11:46:26:675',3,-2.202065,6.582666,6.927458,8,0,3.576605,311.446594,361.802704,0.181984,0.042414,0.077666,13.230829,0.971444,2.801601,2.836144,4.280296,4.284967,23.78896,6.950309,2,?,?
192,'2020/12/18 11:46:26:724',3,-2.01369,6.409591,7.143702,8,0,3.576605,311.446594,361.802704,0.181984,0.042414,0.077666,13.230829,0.971444,2.801601,2.836144,4.280296,4.284967,23.78896,6.950309,2,?,?
193,'2020/12/18 11:46:26:791',3,-2.01369,6.409591,7.143702,8,0,3.576605,311.446594,361.802704,0.181984,0.042414,0.077666,13.230829,0.971444,2.801601,2.836144,4.280296,4.284967,23.78896,6.950309,2,?,?
194,'2020/12/18 11:46:26:840',3,-2.01369,6.409591,7.143702,8,0,3.576605,311.446594,361.802704,0.181984,0.042414,0.077666,13.230829,0.971444,2.801601,2.836144,4.280296,4.284967,23.78896,6.950309,2,?,?
195,'2020/12/18 11:46:26:881',3,-2.01369,6.409591,7.143702,8,0,3.576605,311.446594,361.802704,0.181984,0.042414,0.077666,13.230829,0.971444,2.801601,2.836144,4.280296,4.284967,23.78896,6.950309,2,?,?
196,'2020/12/18 11:46:26:941',3,-1.977383,6.284966,7.263569,8,0,3.576605,311.446594,361.802704,0.181984,0.042414,0.077666,13.230829,0.971444,2.801601,2.836144,4.280296,4.284967,23.78896,6.950309,2,?,?
197,'2020/12/18 11:46:26:996',3,-1.977383,6.284966,7.263569,8,0,3.576605,311.446594,361.802704,0.181984,0.042414,0.077666,13.230829,0.971444,2.801601,2.836144,4.280296,4.284967,23.78896,6.950309,2,?,?
198,'2020/12/18 11:46:27:064',3,-1.977383,6.284966,7.263569,8,0,3.576605,311.446594,361.802704,0.181984,0.042414,0.077666,13.230829,0.971444,2.801601,2.836144,4.280296,4.284967,23.78896,6.950309,2,?,?
199,'2020/12/18 11:46:27:114',3,-1.977383,6.284966,7.263569,8,0,3.576605,311.446594,361.802704,0.181984,0.042414,0.077666,13.230829,0.971444,2.801601,2.836144,4.280296,4.284967,23.78896,6.950309,2,?,?
200,'2020/12/18 11:46:27:178',3,-1.977383,6.284966,7.263569,8,0,3.576605,311.446594,361.802704,0.181984,0.042414,0.077666,13.230829,0.971444,2.801601,2.836144,4.280296,4.284967,23.78896,6.950309,2,?,?
201,'2020/12/18 11:46:27:260',3,-1.902056,5.676658,7.767114,8,0,3.576605,311.446594,361.802704,0.181984,0.042414,0.077666,13.230829,0.971444,2.801601,2.836144,4.280296,4.284967,23.78896,6.950309,2,?,?
202,'2020/12/18 11:46:27:306',3,-1.902056,5.676658,7.767114,8,0,3.576605,311.446594,361.802704,0.181984,0.042414,0.077666,13.230829,0.971444,2.801601,2.836144,4.280296,4.284967,23.78896,6.950309,2,?,?
203,'2020/12/18 11:46:27:358',3,-1.902056,5.676658,7.767114,8,0,3.576605,311.446594,361.802704,0.181984,0.042414,0.077666,13.230829,0.971444,2.801601,2.836144,4.280296,4.284967,23.78896,6.950309,2,?,?
204,'2020/12/18 11:46:27:421',3,-1.902056,5.676658,7.767114,8,0,3.576605,311.446594,361.802704,0.181984,0.042414,0.077666,13.230829,0.971444,2.801601,2.836144,4.280296,4.284967,23.78896,6.950309,2,?,?
205,'2020/12/18 11:46:27:474',3,-1.902056,5.676658,7.767114,8,0,3.576605,311.446594,361.802704,0.181984,0.042414,0.077666,13.230829,0.971444,2.801601,2.836144,4.280296,4.284967,23.78896,6.950309,2,?,?
206,'2020/12/18 11:46:27:523',3,-1.902056,5.676658,7.767114,8,0,3.576605,311.446594,361.802704,0.181984,0.042414,0.077666,13.230829,0.971444,2.801601,2.836144,4.280296,4.284967,23.78896,6.950309,2,?,?
207,'2020/12/18 11:46:27:587',3,-1.853537,5.413509,7.96421,8,0,3.576605,311.446594,361.802704,0.181984,0.042414,0.077666,13.230829,0.971444,2.801601,2.836144,4.280296,4.284967,23.78896,6.950309,2,?,?
208,'2020/12/18 11:46:27:646',3,-1.853537,5.413509,7.96421,8,0,3.576605,311.446594,361.802704,0.181984,0.042414,0.077666,13.230829,0.971444,2.801601,2.836144,4.280296,4.284967,23.78896,6.950309,2,?,?
209,'2020/12/18 11:46:27:693',3,-1.853537,5.413509,7.96421,8,0,3.576605,311.446594,361.802704,0.181984,0.042414,0.077666,13.230829,0.971444,2.801601,2.836144,4.280296,4.284967,23.78896,6.950309,2,?,?
210,'2020/12/18 11:46:27:752',3,-1.790776,5.425276,7.970561,8,0,3.576605,311.446594,361.802704,0.181984,0.042414,0.077666,13.230829,0.971444,2.801601,2.836144,4.280296,4.284967,23.78896,6.950309,2,?,?
211,'2020/12/18 11:46:27:806',3,-1.790776,5.425276,7.970561,8,0,3.576605,311.446594,361.802704,0.181984,0.042414,0.077666,13.230829,0.971444,2.801601,2.836144,4.280296,4.284967,23.78896,6.950309,2,?,?
212,'2020/12/18 11:46:27:850',3,-1.790776,5.425276,7.970561,8,0,3.576605,311.446594,361.802704,0.181984,0.042414,0.077666,13.230829,0.971444,2.801601,2.836144,4.280296,4.284967,23.78896,6.950309,2,?,?
213,'2020/12/18 11:46:27:911',3,-1.790776,5.425276,7.970561,8,0,3.576605,311.446594,361.802704,0.181984,0.042414,0.077666,13.230829,0.971444,2.801601,2.836144,4.280296,4.284967,23.78896,6.950309,2,?,?
214,'2020/12/18 11:46:27:972',3,-1.570356,5.430728,8.013207,8,0,3.576605,311.446594,361.802704,0.181984,0.042414,0.077666,13.230829,0.971444,2.801601,2.836144,4.280296,4.284967,23.78896,6.950309,2,?,?
215,'2020/12/18 11:46:28:036',3,-1.570356,5.430728,8.013207,8,0,3.576605,311.446594,361.802704,0.181984,0.042414,0.077666,13.230829,0.971444,2.801601,2.836144,4.280296,4.284967,23.78896,6.950309,2,?,?
216,'2020/12/18 11:46:28:076',3,-1.570356,5.430728,8.013207,8,0,3.576605,311.446594,361.802704,0.181984,0.042414,0.077666,13.230829,0.971444,2.801601,2.836144,4.280296,4.284967,23.78896,6.950309,2,?,?
217,'2020/12/18 11:46:28:135',3,-1.570356,5.430728,8.013207,8,0,3.576605,311.446594,361.802704,0.181984,0.042414,0.077666,13.230829,0.971444,2.801601,2.836144,4.280296,4.284967,23.78896,6.950309,2,?,?
218,'2020/12/18 11:46:28:182',3,-1.570356,5.430728,8.013207,8,0,3.576605,311.446594,361.802704,0.181984,0.042414,0.077666,13.230829,0.971444,2.801601,2.836144,4.280296,4.284967,23.78896,6.950309,2,?,?
219,'2020/12/18 11:46:28:246',3,-1.570356,5.430728,8.013207,8,0,3.576605,311.446594,361.802704,0.181984,0.042414,0.077666,13.230829,0.971444,2.801601,2.836144,4.280296,4.284967,23.78896,6.950309,2,?,?
220,'2020/12/18 11:46:28:320',3,-1.570356,5.430728,8.013207,8,0,3.576605,311.446594,361.802704,0.181984,0.042414,0.077666,13.230829,0.971444,2.801601,2.836144,4.280296,4.284967,23.78896,6.950309,2,?,?
221,'2020/12/18 11:46:28:382',3,-1.512741,5.49123,7.983006,8,0,3.576605,311.446594,361.802704,0.181984,0.042414,0.077666,13.230829,0.971444,2.801601,2.836144,4.280296,4.284967,23.78896,6.950309,2,?,?
222,'2020/12/18 11:46:28:428',3,-1.601861,5.521138,7.944898,8,0,3.576605,311.446594,361.802704,0.181984,0.042414,0.077666,13.230829,0.971444,2.801601,2.836144,4.280296,4.284967,23.78896,6.950309,2,?,?
223,'2020/12/18 11:46:28:496',3,-1.601861,5.521138,7.944898,8,0,3.576605,311.446594,361.802704,0.181984,0.042414,0.077666,13.230829,0.971444,2.801601,2.836144,4.280296,4.284967,23.78896,6.950309,2,?,?
224,'2020/12/18 11:46:28:576',3,-1.601861,5.521138,7.944898,8,0,3.576605,311.446594,361.802704,0.181984,0.042414,0.077666,13.230829,0.971444,2.801601,2.836144,4.280296,4.284967,23.78896,6.950309,2,?,?
225,'2020/12/18 11:46:28:654',3,-1.601861,5.521138,7.944898,8,0,3.576605,311.446594,361.802704,0.181984,0.042414,0.077666,13.230829,0.971444,2.801601,2.836144,4.280296,4.284967,23.78896,6.950309,2,?,?
